Rk,Player,Nation,Pos,Squad,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,Date_of_Birth,Goals_per_90,Shot_Accuracy,Goal_Conversion_Rate
191 Jr.,Cody Gakpo,NED Sr.,"FW,MF Sr.",Liverpool Jr.,20.34989091869735,12.10872265459872,6.32807120007727,50.66644029101683,17.873512295397116,44.30541685052884,3.5878035707816163,1.0428768604120455,0.1061573919323339,0.3981224525072047,17.298238349559192,0.0,0.0,0.0,5.3114291332154755,6.35252632255308,0.156042572965004,-0.3564327937929781,1980-03-17,0.5226043556026084,35.276826618834114,12.489670013780774
121,Ameen Al-Dakhil,BEL,DF,Burnley,22.0,11.7,1.0,8.0,3.0,37.5,0.68,0.26,0.13,0.33,16.0,0.0,0.0,0.0,1.3,1.3,0.16,-0.3,,0.08547008547008547,37.5,12.5
386 Sr.,Michael Olise Sr.,FRA Jr.,"FW,MF Jr.",Crystal Palace Sr.,24.72998350580226,6.886504534868722,5.8712018588047945,24.984397778311685,7.890428408880483,24.67580287433551,4.050284321350729,0.9864427688342908,0.1625651415633118,0.5750598667590012,18.66094154517584,1.8062755974460856,0.8881900476777147,0.8563173965691712,2.9410127531144936,2.541997075809465,0.0669934753855092,3.088043157824953,,0.8525663243343407,31.581423250193215,23.499473194832955
511 Sr.,Bertrand Traoré Jr.,BFA Sr.,"DF,FW Jr.",Aston Villa II,30.52487534802028,0.093968889681427,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
180,Bruno Fernandes,POR,"MF,FW",Manchester Utd,29.0,30.0,6.0,78.0,29.0,37.2,2.6,0.97,0.05,0.14,22.6,11.0,2.0,3.0,8.0,5.6,0.07,-2.0,,0.2,37.17948717948718,7.6923076923076925
180 Jr.,Bruno Fernandes II,POR Sr.,"MF,FW II",Manchester Utd II,25.53944370893806,27.395786249829246,5.602054359118158,65.53414598925755,23.784816766260903,37.76111925257444,2.165259216947203,1.0837426040897251,0.0555531635633002,0.1624436271880943,24.98419613927661,10.878279379918888,1.6742394347614635,3.2465943364625605,6.443553916160559,5.821189070303468,0.057990454478182,-1.9432272494789404,,0.20448598583853658,36.29377694211463,8.548298409254398
427,Aaron Ramsey,ENG,"MF,FW",Burnley,21.0,5.9,0.0,6.0,2.0,33.3,1.02,0.34,0.0,0.0,16.5,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,1999-11-05,0.0,33.33333333333333,0.0
256 Sr.,Brennan Johnson,WAL Jr.,"FW,MF",Nott'ham Forest II,25.345673075361375,2.4682761673794147,0.0,2.9688188984224615,0.0,0.0,1.2495149002195969,0.0,0.0,0.2930031659797224,16.536030340528715,0.0,0.0,0.0,0.2463240607389155,0.3005415160776872,0.1118917034818817,-0.3140893433003237,,0.0,0.0,0.0
397,Ben Osborn,ENG,"DF,MF",Sheffield Utd,29.0,10.1,0.0,3.0,0.0,0.0,0.3,0.0,0.0,0.2930031659797224,20.6,0.0,0.0,0.0,0.2,0.2,0.07,-0.2,,0.0,0.0,0.0
266,Boubacar Kamara,FRA,MF,Aston Villa,24.0,18.4,0.0,5.0,1.0,20.0,0.27,0.05,0.0,0.0,16.7,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,1994-04-14,0.0,20.0,0.0
332,Oliver McBurnie Sr.,SCO II,FW,Sheffield Utd Jr.,26.20237478813668,11.878945252300635,6.877346903183508,28.53340875947637,14.98304675431966,50.90217619969556,2.0736624127661116,0.9948783552425768,0.1596079703051211,0.2655897193551916,14.130525055920865,0.0,2.312162316688437,2.393329210596693,6.645457398234266,4.120917638315436,0.1830860277660773,0.1706314478938179,,0.5789526559061756,52.510539068850534,24.102787581940902
140,Eric Dier,ENG,DF,Tottenham,30.0,2.2,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
559,Anass Zaroury,MAR,"FW,MF",Burnley,23.0,1.7,0.0,3.0,1.0,33.3,1.78,0.59,0.0,0.0,20.9,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,,0.0,33.33333333333333,0.0
90,Diego Carlos Jr.,BRA,DF Sr.,Aston Villa,35.93971267873352,16.44147552886738,0.0,7.511076530838571,1.1774808065260238,13.397825926295932,0.4737505362086371,0.0620235144543217,0.0,0.0,6.783424441063176,0.0,0.0,0.0,1.0655384839173123,0.874928372952118,0.1523230152234651,-0.973090748056462,,0.0,15.676591786697777,0.0
448 II,Rodri Sr.,ESP Sr.,MF,Manchester City,24.32773967865382,24.85421609691856,7.5383719280409665,48.15956072110251,21.772660907990044,36.098567526101235,2.3960407872143925,0.7803279907667897,0.1227378293887081,0.3652674246745018,23.88257917661713,0.0,0.0,0.0,3.0978685136856425,3.3347140966914894,0.0831036168523234,3.374554470177654,,0.30330354812419846,45.209425879272445,15.652908405241767
446,Antonee Robinson,USA,DF,Fulham,26.0,30.4,0.0,13.0,7.0,53.8,0.43,0.23,0.0,0.0,21.9,0.0,0.0,0.0,0.6,0.6,0.04,-0.6,,0.0,53.84615384615385,0.0
55,Daniel Bentley,ENG,GK,Wolves,30.0,3.3,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
541 Sr.,Timo Werner II,GER II,FW Jr.,Tottenham,33.223974691543,7.952596971471748,2.373480925163922,26.357442841896223,5.8163914149961125,24.02712178737576,2.7936842670771425,0.6948091013609092,0.0778553619075889,0.2823206290610132,13.010468021237598,0.0,0.0,0.0,2.862599154431559,2.8124165949954403,0.1272145805375688,-1.2653152633299172,,0.29845356600847256,22.067358544170766,9.004974190406582
378,Ethan Nwaneri Jr.,ENG Jr.,FW,Arsenal Jr.,18.85840164920648,0.2025388725228436,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,1982-11-24,0.0,,
386,Michael Olise,FRA,"FW,MF",Crystal Palace,22.0,8.6,6.0,30.0,9.0,30.0,3.5,1.05,0.17,0.56,17.9,2.0,1.0,1.0,3.2,2.4,0.08,2.8,,0.6976744186046512,30.0,20.0
239,Igor,BRA,DF,Brighton,26.0,12.1,0.0,4.0,0.0,0.0,0.33,0.0,0.0,0.2930031659797224,22.6,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,,0.0,0.0,0.0
352 Sr.,Álex Moreno,ESP,DF II,Aston Villa II,28.68992666410645,11.350821388403617,2.084690246284534,9.446937339034983,4.633788326302277,53.6608112440808,0.8381925427435533,0.3904937579521675,0.2930775162892425,0.5862744834435258,14.369795558871736,0.0,0.0,0.0,0.8903910980323246,1.194657393746593,0.1651434000919655,0.7255160159644461,,0.18365985816800218,49.05069399746462,22.06736608350879
528,Guglielmo Vicario,ITA II,GK Sr.,Tottenham Jr.,29.619047621050036,28.110758894524853,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
520,Lesley Ugochukwu,FRA,MF,Chelsea,20.0,3.0,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
36,Jordan Ayew,GHA,"FW,MF",Crystal Palace,32.0,26.0,4.0,45.0,17.0,37.8,1.73,0.65,0.09,0.24,17.5,0.0,0.0,0.0,3.8,3.8,0.08,0.2,,0.15384615384615385,37.77777777777778,8.88888888888889
478 Jr.,Thiago Silva II,BRA,DF Sr.,Chelsea,38.44627691081106,21.36309398445511,3.3664290161162578,10.032136446650334,3.638002063887212,39.428025419567774,0.4058938262481038,0.1566576671084323,0.2670281839665422,0.6832090341170576,15.934662868554812,0.0,0.0,0.0,0.4528096703943127,0.5671802059745383,0.0558900259158176,2.8898524568812203,,0.1575815290877738,36.26348269118606,33.556451649342215
85 Sr.,Mason Burstow Jr.,ENG Jr.,FW Sr.,Chelsea Sr.,18.959049593004483,0.1095474613552107,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
260 II,Diogo Jota II,POR,FW Sr.,Liverpool Jr.,25.622638559616995,13.431124974322309,9.547594776940816,35.20572372347463,20.387950544597057,51.06305756774496,3.5716381333591785,1.2881269068968244,0.2679535459340861,0.4815167022178455,12.617748821503326,0.0,0.0,0.0,4.652394124926513,4.474772072710517,0.1180463734452147,3.878611325195506,,0.7108559257094216,57.91089740047778,27.11943902057786
283,Cheikhou Kouyaté,SEN,MF,Nott'ham Forest,34.0,2.3,0.0,5.0,1.0,20.0,2.15,0.43,0.0,0.0,19.8,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,,0.0,20.0,0.0
308,Alexis Mac Allister,ARG,MF,Liverpool,25.0,23.1,4.0,32.0,6.0,18.8,1.39,0.26,0.09,0.5,24.8,1.0,1.0,1.0,2.6,1.8,0.06,1.4,,0.17316017316017315,18.75,12.5
4,Tosin Adarabioyo,ENG II,DF Jr.,Fulham Jr.,28.080417365902903,17.070057922824578,2.389132675964731,13.286305445257897,4.402056655637506,40.198658614114166,0.916977998996933,0.3630052473021579,0.1341553126408186,0.4138963493893848,16.588477939674537,0.0,0.0,0.0,0.8342125321265761,0.679380306948225,0.0408812657230911,1.132185692615482,,0.13996043169661382,33.13228552342723,17.981918945100364
198,Bryan Gil,ESP,"FW,MF",Tottenham,23.0,2.2,0.0,3.0,1.0,33.3,1.38,0.46,0.0,0.0,11.4,0.0,0.0,0.0,0.7,0.7,0.24,-0.7,,0.0,33.33333333333333,0.0
12,Rayan Aït-Nouri,ALG,"DF,MF",Wolves,22.0,21.2,2.0,20.0,6.0,30.0,0.94,0.28,0.1,0.33,16.0,0.0,0.0,0.0,3.1,3.1,0.15,-1.1,1999-07-25,0.09433962264150944,30.0,10.0
500,Youri Tielemans,BEL,"MF,FW",Aston Villa,26.0,15.0,1.0,11.0,4.0,36.4,0.73,0.27,0.09,0.25,19.3,0.0,0.0,0.0,1.1,1.1,0.1,-0.1,,0.06666666666666667,36.36363636363637,9.090909090909092
274 Jr.,Omari Kellyman Sr.,ENG,FW Sr.,Aston Villa Sr.,15.02511900668737,0.1978696688017842,0.0,1.146655110301456,0.0,0.0,5.834575083485141,0.0,0.0,0.2930031659797224,24.4011420732069,0.0,0.0,0.0,0.0915286783781584,0.0962835961471813,0.0704446414088615,-0.1028446242558621,1987-07-12,0.0,0.0,0.0
531 II,Vitinho,BRA II,"DF,MF Sr.",Burnley II,19.743701204369348,21.53803971576129,0.0,16.441956813321944,1.7514679762601142,11.949898717851164,0.8770994175436055,0.103480315505517,0.0,0.0,17.545686152129303,0.0,0.0,0.0,1.3670576690589178,0.9997767407424838,0.0604082044244925,-1.4016064371311017,1991-10-11,0.0,10.652430219504064,0.0
186 II,Pablo Fornals,ESP Jr.,"MF,FW Jr.",West Ham II,25.647934978752623,4.191537655971306,0.0,5.730187616089118,3.111412816763486,34.943234717399164,1.709954357002054,0.5553287185504516,0.0,0.0,19.021825789540348,0.0,0.0,0.0,0.2433868776115421,0.3104880545654499,0.0445501967826792,-0.3473221493322984,,0.0,54.29862031091821,0.0
369 Sr.,Pedro Neto Jr.,POR Sr.,"FW,MF",Wolves Sr.,24.04978545109308,17.131517043167147,2.046275072999321,38.24909774691607,9.360456198144137,31.910345646982183,2.4465167871454243,0.6075010580215825,0.0646159051167255,0.2134463759163501,19.4163220823408,1.738702393111982,0.0,0.0,4.057774903952806,3.2592616505915135,0.0917564309305615,-1.6044032900398777,,0.11944505952643998,24.47235817189661,5.349864947243904
51,Jean-Ricner Bellegarde,FRA,"MF,FW",Wolves,25.0,9.0,2.0,14.0,5.0,35.7,1.56,0.56,0.14,0.4,17.2,0.0,0.0,0.0,1.4,1.4,0.1,0.6,,0.2222222222222222,35.714285714285715,14.285714285714285
452 Jr.,Cristian Romero II,ARG Jr.,DF II,Tottenham,20.019832212222983,26.43199422986705,3.858155968478099,12.393747786323871,5.422113982226149,35.37254768237017,0.6182903117970845,0.2082478211996135,0.3232297169073462,0.7643800344390648,11.3928209476441,0.0,0.0,0.0,1.5288605494304273,1.360291795841389,0.1556471133455982,2.613639187360792,,0.1459653757081463,43.74878427177039,31.12985704562633
5,Elijah Adebayo,ENG,FW,Luton Town,26.0,12.9,9.0,28.0,12.0,42.9,2.17,0.93,0.32,0.75,9.5,0.0,0.0,0.0,5.6,5.6,0.2,3.4,,0.6976744186046512,42.857142857142854,32.142857142857146
413,Andreas Pereira,BRA,MF,Fulham,28.0,24.7,1.0,43.0,13.0,30.2,1.74,0.53,0.02,0.08,22.7,6.0,0.0,0.0,2.7,2.7,0.06,-1.7,,0.04048582995951417,30.23255813953488,2.3255813953488373
394,Frank Onyeka,NGA,MF,Brentford Jr.,27.62242631693202,14.304221862941835,0.0,19.753525264794895,6.899371488784393,42.22618161746691,1.538603130037624,0.6082329139331011,0.0,0.0,19.43355373584764,0.0,0.0,0.0,2.180891566262327,1.7189764601592454,0.1044286945398856,-1.6908388339738,,0.0,34.9272921987276,0.0
331 II,James Mcatee Sr.,ENG,MF Jr.,Manchester City II,21.340001044394747,0.0,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,,,
153,Alfie Doughty,ENG,DF,Luton Town,24.0,26.6,1.0,22.0,4.0,18.2,0.83,0.15,0.05,0.25,16.2,1.0,0.0,0.0,1.1,1.1,0.05,-0.1,,0.03759398496240601,18.181818181818183,4.545454545454546
439 Sr.,Declan Rice Sr.,ENG II,MF II,Arsenal Sr.,24.982143406034535,27.59384224104735,5.093509858021848,38.816657005360554,12.030573695233482,36.209073378697575,1.365686522426997,0.4592782511232473,0.1340011145732238,0.4356447023421921,19.33069243878325,2.1286320206041753,0.0,0.0,2.0128827306978634,2.332061391528688,0.0571489634293481,3.44419301002722,,0.1845886416805331,30.993327667480656,13.121969409468823
170 II,Christian Eriksen,DEN II,MF Jr.,Manchester Utd II,34.106737245962634,9.970243901307288,1.1690151059969185,8.342398318825362,3.952176475920773,43.50987551200559,0.8560639405644012,0.4331151790264462,0.1198110913825726,0.2246236643156366,23.450442796640846,0.9177778841773276,0.0,0.0,0.6513342075206494,0.7106077157224125,0.0840258450576924,0.3253477731233806,1994-02-13,0.11725040205321742,47.37458372135428,14.012938022378197
80,Hugo Bueno,ESP,"DF,MF",Wolves,21.0,5.9,0.0,4.0,0.0,0.0,0.68,0.0,0.0,0.2930031659797224,17.3,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,,0.0,0.0,0.0
78,Josh Brownhill,ENG,MF,Burnley,28.0,23.3,3.0,25.0,9.0,36.0,1.07,0.39,0.12,0.33,20.6,0.0,0.0,0.0,1.6,1.6,0.06,1.4,,0.12875536480686695,36.0,12.0
295 II,Bernd Leno,GER,GK Sr.,Fulham,37.2086210799108,28.780959242063815,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,1991-08-10,0.0,,
514,Kieran Trippier,ENG,DF,Newcastle Utd,33.0,24.0,1.0,8.0,2.0,25.0,0.33,0.08,0.13,0.5,23.8,4.0,0.0,0.0,0.7,0.7,0.08,0.3,,0.041666666666666664,25.0,12.5
105,Bobby Clark,ENG,MF,Liverpool,19.0,1.0,0.0,2.0,0.0,0.0,2.02,0.0,0.0,0.2930031659797224,18.7,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,,0.0,0.0,0.0
226,Jan Paul van Hecke,NED,DF,Brighton,23.0,24.3,0.0,15.0,6.0,40.0,0.62,0.25,0.0,0.0,11.3,0.0,0.0,0.0,1.2,1.2,0.08,-1.2,,0.0,40.0,0.0
549,Harry Wilson,WAL,FW,Fulham,27.0,16.3,3.0,35.0,11.0,31.4,2.14,0.67,0.09,0.27,19.3,3.0,0.0,0.0,3.1,3.1,0.09,-0.1,,0.18404907975460122,31.428571428571427,8.571428571428571
75 II,Andre Brooks,ENG,"MF,DF Jr.",Sheffield Utd Sr.,20.228154199528863,6.083388494210631,0.0,4.909099419291146,0.8856599353177608,17.608535528208105,0.7488393879179872,0.1449667524794399,0.0,0.0,18.217685462710133,0.0,0.0,0.0,0.2050553673233503,0.2155355730496302,0.0420067695780374,-0.2036676219602505,,0.0,18.041189629148853,0.0
251,João Pedro,BRA,"FW,MF",Brighton,22.0,16.8,8.0,50.0,18.0,36.0,2.98,1.07,0.08,0.22,15.0,0.0,4.0,4.0,8.7,5.6,0.11,-0.7,,0.47619047619047616,36.0,16.0
528,Guglielmo Vicario,ITA,GK,Tottenham,27.0,31.0,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
136 Jr.,Amad Diallo,CIV II,FW II,Manchester Utd Sr.,17.482668513095213,0.4784142234763833,0.0,0.8809555580433486,1.1443404603742722,88.78087864561732,1.8944607713163424,1.6785877549375026,0.0,0.0,16.29185466933389,0.0,0.0,0.0,0.1008137530858685,0.1167471503715782,0.0547364997080303,-0.1086256755780293,,0.0,129.8976378463309,0.0
4,Tosin Adarabioyo,ENG,DF,Fulham,26.0,16.0,2.0,14.0,5.0,35.7,0.88,0.31,0.14,0.4,14.2,0.0,0.0,0.0,0.7,0.7,0.05,1.3,,0.125,35.714285714285715,14.285714285714285
184,Phil Foden,ENG,"FW,MF",Manchester City,23.0,27.2,14.0,90.0,38.0,42.2,3.31,1.4,0.16,0.37,18.4,2.0,0.0,0.0,9.0,9.0,0.1,5.0,1984-02-25,0.5147058823529412,42.22222222222222,15.555555555555555
155 II,Radu Drăgușin Jr.,ROU Sr.,DF,Tottenham Sr.,20.715206010940495,2.262846440422109,0.0,0.9415887163493426,0.0,0.0,0.3171698750383245,0.0,0.0,0.2930031659797224,10.792465820851982,0.0,0.0,0.0,0.1067492534338256,0.1037262974798224,0.1156496924430868,-0.093652498509476,1992-03-06,0.0,0.0,0.0
50,Amari'i Bell Sr.,JAM II,DF,Luton Town Jr.,29.77571994892906,20.590264178828985,0.0,2.1159674343377857,1.6690218766331186,100.94810508561524,0.0834523574554141,0.1039774400096881,0.0,0.0,20.32832010699469,0.0,0.0,0.0,0.272699664645758,0.3190348769114129,0.1254446116105797,-0.3304904531945648,,0.0,78.87748410246476,0.0
504,James Tomkins,ENG,DF,Crystal Palace,35.0,0.1,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
106 II,Jordan Clark Jr.,ENG Jr.,MF,Luton Town II,28.13888380771904,8.687426749562956,1.1583384315480094,11.280620736916587,2.867916755029294,21.28429688920081,1.134618058763447,0.3250489948522044,0.0757668231539125,0.2732779312349523,14.708852935965838,0.0,0.0,0.0,0.8722089104239288,0.6979879002914906,0.065984493789684,0.1783869305357268,,0.13333504441994665,25.42339488148772,10.268392658191843
460,Davinson Sánchez,COL,DF,Tottenham,27.0,0.9,0.0,1.0,0.0,0.0,1.17,0.0,0.0,0.2930031659797224,8.6,0.0,0.0,0.0,0.1,0.1,0.12,-0.1,,0.0,0.0,0.0
383 Sr.,Chiedozie Ogbene Sr.,IRL Jr.,"MF,DF Jr.",Luton Town Jr.,29.97956635133543,21.46680905756021,4.570549543511707,28.696912868750285,11.493928123453026,39.84009378236379,1.3184886728258884,0.7350433467742268,0.1433016312198126,0.2483015737183041,13.294550432680095,0.0,0.0,0.0,3.592950354683503,3.8635989163235687,0.1066040017105289,-0.0913436627972868,,0.21291238633820359,40.052838352411854,15.926972927073423
134 II,Leander Dendoncker II,BEL,MF,Aston Villa Sr.,27.6377668051617,1.5454650189375658,1.0826165400459815,1.7600499061780288,0.9398525885625472,53.3413922922108,1.288468975557668,0.8378026982298754,0.4358952543201178,0.8151458262002432,11.698342701294074,0.0,0.0,0.0,0.8265684870436008,0.7958560786571136,0.4364202439236253,0.2898159152842366,,0.7005118373952127,53.39920108307891,61.5105592316355
54 Sr.,Rodrigo Bentancur Jr.,URU Jr.,MF Sr.,Tottenham,21.4778616271996,6.0942834948983595,0.9049284945859412,12.731028867701522,2.179148811077373,19.159775740623587,1.7165503790450911,0.2318552998617668,0.085633641359888,0.5551403537345921,17.569821628600675,0.0,0.0,0.0,1.2087905012278783,1.1696466236881455,0.0856450323863541,-0.1153822755666534,,0.14848808647373787,17.116831905124723,7.108054690550067
338 Sr.,Ben Mee Jr.,ENG II,DF II,Brentford Jr.,35.82347549379409,13.272580419952428,1.9214498709278764,9.76206343510958,1.8280983159605384,22.72459184821719,0.8459776300059384,0.134957793568615,0.1621190317424096,0.8495546435647229,12.472491397360034,0.0,0.0,0.0,1.635099689487103,1.5402444079004445,0.1707185277717205,0.4720791450915118,1997-11-24,0.14476837285079816,18.726556410048754,19.68282508816035
271,Thilo Kehrer,GER,"DF,MF",West Ham,27.0,0.2,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
326 Jr.,Neal Maupay Jr.,FRA Jr.,FW II,Brentford,31.8291204290952,12.144545312204128,6.047897226941259,29.759074551730833,12.981488618690992,45.480285037967775,2.4183914482321955,0.8473363432755241,0.1730419321026684,0.4760084979210905,11.637685496731455,1.1955688813750405,0.0,0.0,5.572539651388235,5.434286637743898,0.1688482879269016,0.8299096276853124,,0.4979928907559586,43.62194999083387,20.322867286844122
440 II,Chris Richards II,USA,"DF,MF Jr.",Crystal Palace II,25.22828267467051,17.348470473086508,1.182931924956648,5.253125311470749,1.105565180333647,13.922225910112154,0.3027704390671821,0.0684059619976667,0.1976150335278181,0.9342663018492546,11.357005286496468,0.0,0.0,0.0,0.311613125519002,0.3025761940220397,0.0549714518053945,0.5773822641976702,,0.06818652553790176,21.045855843559067,22.518631382609364
421,Nick Pope,ENG,GK,Newcastle Utd,31.0,13.9,0.0,1.0,0.0,0.0,0.07,0.0,0.0,0.2930031659797224,14.3,0.0,0.0,0.0,0.0,0.0,0.03,0.0,,0.0,0.0,0.0
154,Tommy Doyle,ENG,MF,Wolves,22.0,10.8,0.0,11.0,3.0,27.3,1.02,0.28,0.0,0.0,25.4,2.0,0.0,0.0,0.4,0.4,0.03,-0.4,1997-02-16,0.0,27.27272727272727,0.0
Rk Sr.,Player Sr.,N,Pos,Squad,25.80574439872657,12.221896622147554,1.732704723899454,15.049887798029594,5.086075281953166,31.144801929744617,1.3964618281447314,0.43306169190365734,0.08967400451277617,0.2930031659797224,16.607032522832604,0.4158278060564607,0.14238310862950987,0.15729279924615147,1.732065452335623,1.610525818608409,0.10167988567006811,-0.018017621712435424,,0.14177052690493092,33.7947720953711,11.513074031862937
560,Oleksandr Zinchenko,UKR,DF,Arsenal,27.0,17.6,1.0,16.0,3.0,18.8,0.91,0.17,0.06,0.33,22.5,0.0,0.0,0.0,0.5,0.5,0.03,0.5,,0.056818181818181816,18.75,6.25
185,Wes Foderingham,ENG,GK,Sheffield Utd,33.0,24.4,0.0,0.0,0.0,31.144801929744617,0.0,0.0,0.08967400451277617,0.2930031659797224,16.607032522832604,0.0,0.0,0.0,0.0,0.0,0.10167988567006811,0.0,,0.0,,
